test1,test2
56587,62371
25321,56784
69977,52114
40636,24875
48770,2111
21737,49008
24712,24715
92720,43558
27875,105893
49017,21687
8015,36074
89257,110269
37789,14092
30672,90051
105983,16877
84284,13741
42853,42867
105943,27033
101990,56464
22273,15451
66486,52864
89121,73315
109308,91980
28496,54733
2611,9779
15471,48377
31734,31761
90768,17282
32221,10249
67426,30615
68753,75019
75450,41492
74445,81004
62205,92295
62,57
79643,106124
97044,80891
51847,24354
67613,31429
105037,32223
88641,95557
110358,111704
4755,18448
723,72041
18869,18870
19737,17422
47365,97581
17458,75559
11456,73269
63683,35959
74129,104983
88157,91187
78696,90582
49313,47016
69590,108312
13106,99470
57023,112082
21655,48382
78969,35504
33214,8473
100868,103905
55485,25888
24665,28482
13644,26680
99813,79120
30251,81344
57074,57081
92403,67318
27255,13123
39652,40937
68496,61608
105797,44222
45102,64064
87963,15150
52634,2011
103865,9308
72856,34
71999,4441
34721,104199
20924,110736
64275,66803
18508,4681
19189,54269
33090,33086
94630,11855
85255,75432
74444,63231
33603,33612
31036,99935
94527,35959
64192,112623
32754,10155
65410,18004
56112,55689
98531,66782
75378,12250
55465,66232
26954,36930
8333,9901
79737,73504
109134,10267
76218,49182
97817,13546
11468,77878
96162,48155
97428,27150
111601,7378
55089,73525
82699,91190
28758,81995
11000,3362
10571,10567
73324,14396
41835,6007
18832,3710
36136,43585
74158,73185
81750,99924
76659,68581
78447,45451
52970,105356
42080,83521
109141,63070
19967,103823
110617,112922
53346,113139
69018,69017
941,947
87839,24635
107312,44038
67834,80762
10396,10977
18280,57441
105759,2363
98269,18562
82844,113374
43757,75022
67796,74466
109968,80934
31851,41684
23083,41065
87760,8525
31704,62719
21502,9396
8581,42410
100493,107921
4215,55708
108371,47153
19676,98854
17745,59887
40267,59115
104902,26566
32196,37910
56290,56289
95241,70019
49343,107349
47167,24231
92164,61668
97806,79757
42217,35648
84803,2004
77920,24244
1255,44215
112192,78159
25612,25132
33610,33603
1505,1506
45840,56206
60679,51091
112141,88915
106287,12408
34826,4562
18294,13065
6390,84619
16974,88403
44558,43148
85567,43482
93894,65872
96660,4444
76591,23811
21042,6649
33411,31883
4220,15502
683,8015
6042,66713
19256,75089
41717,39200
106581,38632
22259,35483
108789,96382
104728,110085
28320,92611
19788,108571
105146,58452
17944,7575
44174,60557
81403,11544
109740,33764
14334,92437
45754,14577
27199,52081
70015,69366
13838,88610
4969,4966
13546,60745
1723,79864
65854,106828
27048,102330
12952,14402
107055,1061
96673,28156
40819,86319
45796,38459
54649,54648
49744,72170
37581,64375
96670,14653
113092,62058
46124,51665
93392,53046
46950,46999
101471,98913
38478,10813
13621,73019
30129,31527
15444,40004
70294,104256
32773,69426
51675,55690
41670,41555
34240,34213
56023,96827
40003,37437
96970,46477
109740,33764
8902,100429
59875,24933
56613,37136
7401,92290
64565,65095
87963,27280
81375,80564
15092,7670
112200,31491
25483,40625
86080,58494
8917,77136
35441,35446
33387,30607
43614,83739
37346,57182
78543,98140
898,2903
1905,105750
110160,28184
34830,71694
39578,77297
7969,46031
60257,87710
107934,110144
60011,81023
103837,40736
25114,93926
95200,38049
12706,75802
61393,76906
47031,86576
76719,110807
52769,7148
93987,51387
111483,41185
89041,92
27605,77129
75140,107704
56191,107940
2658,100230
53429,85094
1462,49604
4215,90676
57599,54805
86393,36051
112588,54888
79198,26269
77173,99705
23150,31789
4606,71301
106412,40602
100461,24278
18403,9820
112157,58041
94701,18048
90839,100659
50301,46749
112964,23783
60058,93921
95922,22365
75647,80851
78705,80802
36981,88372
26001,66991
92565,3777
89262,22319
17312,96311
1607,92365
58724,97161
60257,87710
18097,106675
86363,111037
15331,98666
44547,48511
48741,33567
60033,102565
76071,59368
91579,62306
40669,106112
113329,45462
109436,65321
90163,22522
31334,67840
111023,42611
13828,56246
97354,96904
19571,59461
46749,104060
75580,111903
63180,112855
107291,6642
22812,57537
88781,15024
28350,76656
64195,64219
32894,55447
52966,58735
90270,75059
3535,72542
106892,44884
9622,32433
18626,110934
92983,40061
30698,68708
33922,65918
79033,39227
82695,25396
35645,4655
11931,15843
22936,75865
62962,102480
88945,55212
64522,30023
61724,74935
3195,76914
97124,106901
100966,59436
112233,15772
87494,98365
72602,92187
16597,3941
45695,45699
32453,35614
111151,39623
3523,97354
82628,43844
4272,21248
80869,68239
82234,79682
23868,92652
49736,50528
80527,8425
91407,52223
103796,109917
16611,48832
81272,87564
107291,27215
69752,109128
1379,59428
102282,35394
107987,83128
57980,103917
62827,62831
54939,105783
83324,6863
66532,48597
20073,11478
49185,22231
76267,71805
81971,108632
54875,99083
39405,42023
44740,50899
112608,59978
86580,94033
71342,63589
16466,105875
40956,41057
82067,17442
20632,27587
32616,32606
43398,38035
95467,27484
92445,11108
112733,75237
78777,3839
5501,23507
5099,92617
77679,39142
103187,35474
37431,95483
74665,22076
9118,54876
71185,64464
75322,18655
5247,26759
45866,34157
89280,79288
95918,73461
51712,30052
6960,99237
54691,96325
94826,87044
93043,6265
40811,96448
6434,22925
59677,39610
25743,25757
40911,2388
75021,64639
8959,106041
73589,9138
25241,18242
62056,106470
105181,92272
78735,39155
74712,6273
108620,17596
17148,105186
107022,40470
97228,30701
38178,38179
30483,28217
59331,29289
63494,77798
45819,33706
76328,77553
27930,33087
75123,24304
31259,84678
112778,100945
4021,51859
23235,2828
1968,60307
105199,73373
67142,63812
2716,28328
92920,42198
56190,46161
105998,18400
18655,107938
3615,75908
53821,20502
37337,19767
24622,92619
92729,32283
64301,69
84597,71011
88448,1802
30549,26971
107111,99817
97243,95791
74386,101258
22355,71838
53159,90161
95516,110676
46085,30549
60937,86938
4043,35660
31940,3227
95484,21594
65420,64937
47748,47753
57931,93569
42005,13376
6177,85781
10499,97522
108973,42557
70421,106171
108974,45288
29937,82717
56190,108769
77718,49006
23556,33748
66300,65878
92406,1321
73487,46947
83388,19676
5287,75558
15706,104744
6374,37441
95736,99089
66481,68047
53184,40902
71442,109558
104819,109740
69669,110980
63578,13948
111191,57675
92538,63097
98350,62632
54076,64160
109740,33764
37048,37050
23714,37383
81610,56161
27764,65118
58894,6015
90640,45159
85341,25259
92800,104584
33640,105957
12413,102538
50107,10156
10629,102439
78229,100756
110687,37384
21559,30391
104537,26188
62472,106449
23881,93137
25241,101690
3116,86088
9871,77004
22423,60099
15961,17131
35849,107117
40253,39421
7846,98287
93482,6675
6114,93142
78405,13860
106384,26049
96005,72602
38204,103283
70194,34191
67687,54381
52641,31906
21988,564
29917,23504
40339,107510
55291,9485
10551,60556
7306,39321
47580,76661
4825,37731
8445,100230
50493,54887
6856,101060
104616,1633
32443,83208
6682,58977
79885,68545
48209,80227
89774,68748
73808,4946
40928,28449
89846,6480
110331,95418
51451,49419
94608,26655
74576,50178
683,19768
34627,14101
51093,32119
39531,111501
65164,27185
72038,66118
1496,95468
59404,59405
39716,51237
74512,60337
30535,15741
22327,44806
64422,18673
96761,109921
55520,31436
33291,9923
104493,72315
22920,39125
92565,3777
36210,104393
106404,84897
99977,45983
108233,57768
67370,41209
86961,18104
14583,27126
38874,46366
70784,17949
13319,25612
54074,84085
56513,56520
1461,1462
92663,33385
43278,77531
90350,86129
90662,21997
35312,53291
78916,5923
44340,77742
107364,69405
59641,91363
30052,110358
107076,86595
64874,104114
63278,93061
13102,28707
61008,81771
11809,59759
37044,102838
52636,30686
27698,81680
86412,80255
10176,106761
92800,416
107563,3159
85033,36233
111671,74428
50061,100281
82773,81160
11886,22507
57747,66040
76784,99273
95625,49357
15831,13018
101820,42397
45134,45155
103768,51580
74935,679
99324,99437
39870,40848
95622,48948
51203,50702
4248,93964
103465,68428
112872,31941
100206,85322
58435,73781
69752,31171
80914,57225
58687,58705
101316,12084
28423,43729
72143,112532
94973,29749
5304,39113
22754,93223
6594,9147
45989,20944
48835,20280
89698,110321
32144,32176
60128,90080
41757,41762
105584,110811
40091,76539
112779,106101
12921,12926
92284,21943
2430,1641
74855,36985
66389,69439
63739,100570
48384,28350
72245,73775
90760,21437
92068,37908
59647,62207
84571,84826
9405,98937
26035,18686
11505,46226
8705,2333
23954,23960
16292,64639
28483,71752
2951,5184
940,109884
32605,23989
40498,25938
55339,55338
76136,56675
86970,23497
106809,52658
36647,68351
51887,45922
32421,122
54924,111994
21640,100141
2013,81209
52747,68322
106892,44884
50344,43366
28969,28970
46812,65155
62529,81156
100032,834
39334,101715
4460,112300
103825,55339
38999,39000
29697,29696
34933,44009
5137,29566
53720,90111
65384,106307
104545,74555
4788,65026
74829,79900
91418,26192
60180,48196
57905,100450
18685,85358
84180,65853
17231,45080
40493,83116
12519,112949
48926,65171
85824,21383
65386,5471
12438,22507
1036,22646
99661,63135
19888,49641
94908,2417
37654,109969
97326,95795
109841,92944
18294,13065
1015,107469
64169,38940
50949,112303
7210,7209
67607,31482
8926,10517
37980,105133
39273,39643
36852,36877
108597,74576
37530,9823
20501,640
3531,108135
66330,68527
62393,47704
93709,101282
101554,92561
91262,107613
11054,11037
95925,64448
56559,95119
106941,94681
38540,78450
40168,53402
9284,1277
9732,100604
93492,109670
90352,17393
104510,72854
97816,85936
36801,19091
99674,107428
33186,103187
101522,107393
60102,9358
81621,44561
77421,37218
2145,102083
85358,98949
7655,79070
64259,23357
86476,94056
48145,92210
51765,69569
97981,74408
38366,8395
29897,29896
79573,59262
32355,76609
104041,111829
37654,109969
74666,68793
101732,50808
7268,25940
7891,32688
59790,113656
94714,113461
62217,85326
22524,77965
29633,111641
57656,22916
57685,57915
35321,35314
62607,16644
109073,32959
19470,105414
107757,1681
106901,85033
46732,15471
73443,46940
112519,82915
56696,47848
3021,91228
86421,56163
12500,28248
44038,98419
12831,75301
109319,49867
84237,99562
97772,95505
107291,100391
70089,16623
14417,58386
89773,27740
107627,106451
53906,82853
56651,58583
49446,56608
40701,40703
77781,37857
85903,33471
75873,41970
19888,65207
51272,54453
16857,17541
22305,74045
18193,108768
102598,40669
111790,45199
4430,20390
104416,966
111863,4583
19183,76521
76833,24250
113345,28016
84496,54005
20297,30669
32025,32020
24844,52932
1125,97123
21257,7455
66166,39949
50363,32115
30581,85203
12077,100137
52021,95483
83567,67089
57837,83924
80576,14367
96848,94387
34148,43922
45054,11054
69781,58484
26018,47118
55276,101825
52716,71158
91272,38449
92181,38393
39200,41717
83355,26211
68340,3114
24334,77544
10035,3676
113410,99795
101486,102065
111450,5743
36271,50700
28292,21932
32283,95252
14357,43855
46636,13444
23902,61322
32396,34776
72959,113101
35593,76631
92075,21257
66035,4473
2030,31001
43654,66145
93629,5025
56349,74935
98700,111911
45642,72829
95691,84785
10671,3167
49339,69319
50316,112595
16056,87667
29348,29349
31634,100604
89665,53160
26841,88696
2813,25207
103416,75983
27329,99297
96079,81742
87543,3074
94986,54630
109740,33764
73867,5142
12249,62263
92772,52666
90442,103414
9217,31863
97520,69199
33770,2163
43089,29450
53227,53228
17201,10249
68084,66092
83383,17923
69262,50071
4951,43729
22916,84326
60481,26852
281,83677
40164,40371
8427,78015
83952,54365
6434,42893
98556,31365
104661,75074
103033,71996
62926,63336
57918,110488
66865,22204
35958,69842
4272,8829
105887,65873
553,556
36764,42985
72001,102739
33952,1910
32700,98474
29906,106351
85040,82254
27284,28380
95019,66860
31967,75191
106901,50778
50938,78524
73099,26544
18795,66225
18024,102360
11870,47280
12948,24421
85804,94854
30641,9908
98102,15257
513,11302
8113,18120
6115,11602
99600,20090
22309,21132
25714,104767
3907,50441
4685,68796
31796,426
24486,29414
65140,10425
96523,22981
6256,91662
93086,92795
11259,43000
27022,33978
104505,21193
45167,91989
37346,94212
10785,326
60206,10734
28916,8748
43225,89160
106647,37887
81242,17149
58164,65782
8041,8040
10116,111911
8126,24265
19266,19269
86595,17649
93822,101888
22346,60992
40285,40284
22093,98193
50865,97498
111285,93887
45335,40425
16417,101806
41780,96987
95833,71817
11823,94196
27527,63971
10054,107018
64250,40394
40370,41948
72934,84857
98031,72209
81080,1902
12171,68932
39488,50590
104836,83986
77147,263
111752,5575
82149,108731
89436,110103
2386,4604
34895,23580
61268,16721
10916,17799
5255,53146
38049,9863
4198,89927
67334,93138
44193,27360
96005,77577
29832,96945
69490,40482
26569,3138
105018,38602
98085,32068
13533,1751
112603,85424
93142,41804
83126,74521
3240,88828
44298,109032
64908,113058
76851,60734
102123,19827
107613,1300
54020,79406
46396,41423
9284,11243
83334,57782
37697,82100
93578,64639
27082,50450
18294,13065
42834,84691
106183,105859
1462,20502
109740,33764
24384,55430
48832,76065
63870,56282
76797,73981
18232,5595
35423,92983
57854,68368
99902,72214
78018,29705
72464,31923
52270,26852
61476,8671
97271,53517
74512,28866
20790,83321
61821,92006
58813,58807
95057,35665
82495,91540
23688,103606
79831,69858
4548,29023
92918,75717
39998,37992
103343,78891
19378,87965
31902,81350
65401,112175
4813,105674
112324,49300
92488,81160
71543,72728
423,111520
4362,63578
98788,53842
1646,94949
67039,104372
37959,54667
52659,91134
85583,39656
90612,11650
17382,83998
56127,13193
103927,53357
96123,37873
78784,14888
1877,93745
38001,36981
44055,40014
4230,99488
2666,60937
92921,33947
105675,34774
69449,6478
45811,51110
42611,49996
97199,63508
113218,101538
16946,101485
7778,57485
46813,113463
101316,109492
66924,61418
16711,72710
55343,92406
16124,16122
85613,31489
87792,70201
39406,77272
90163,21183
14638,31174
92006,61821
31260,112626
71705,19890
50521,57061
26957,88734
72705,25993
43974,319
45777,112733
38437,40969
92850,26461
74025,17443
83745,71420
6579,56380
61188,9042
73451,9921
37702,37690
27237,12632
32260,80092
57764,99567
107764,3869
78831,57448
100502,82788
20502,9921
95010,111660
10229,33947
38439,60974
83295,72549
3825,111302
15772,50884
85284,92490
106,803
58041,67169
59978,73483
31149,76922
112733,108541
33777,33771
39352,41185
10470,33978
68829,109478
93124,13118
77346,3530
85269,75673
4257,47177
77640,31128
46248,6029
56043,48074
56112,80045
60872,87122
78537,8677
20168,105362
72612,2134
38697,55645
26608,46025
74937,48520
71584,97976
31000,51342
34531,34528
44651,49313
105842,104449
59181,95076
27253,44739
87783,66621
14197,90588
21105,21104
46984,112002
87166,41456
106579,106009
30130,27154
21541,102926
57624,5625
79621,110970
8046,44958
15279,15277
32564,68841
7572,111371
110958,82931
95836,83872
45375,5646
105119,3935
51233,51220
51578,81899
98868,44046
106781,96159
43410,43453
38510,74963
65179,96252
38944,22160
71995,16895
66170,36572
10080,24083
83073,21723
3252,27894
20149,87654
12165,85943
61957,61956
90738,44430
73964,75270
95484,25770
7680,10830
100910,95483
97545,109088
106843,33067
256,101238
83307,838
84960,58099
2802,75109
75117,35583
73521,18294
72765,69741
66630,52012
98707,47531
32554,32521
37206,42669
15025,111364
70119,74298
32944,41251
41327,96353
111671,74071
28888,21742
71670,46056
86944,33923
93911,48876
111558,45457
39919,111710
91910,47371
74636,31500
94579,19189
104550,68400
49137,87673
6940,50184
85524,304
44962,89323
11127,101276
105437,5484
19826,19810
89947,423
20073,66318
2708,3453
67476,31374
80844,108565
7127,73902
33931,63634
5885,34184
111725,36850
85033,47580
52442,24656
21304,52819
16615,9709
17128,3414
59432,59433
8846,64751
110720,74896
78997,58893
39919,60369
81303,35324
34463,108311
59743,59415
66111,74080
19133,94154
52849,54497
37635,37619
112201,46254
32723,76449
82951,27389
43280,941
32774,40073
23235,97235
69797,44581
85829,106328
84570,48658
112714,38151
18022,77075
84103,61131
85065,36584
83739,13102
21863,65598
23434,49575
86088,44641
56587,62369
17199,106586
59183,7857
67849,106087
93027,17454
68084,98027
113064,64085
84319,11481
79081,48936
49711,57622
8331,17630
50001,50755
72110,48511
81264,42034
95358,65457
281,81753
99764,77721
57791,96451
88983,107753
38221,13128
52447,35994
73773,85291
72099,66507
24322,87308
23982,103239
76784,6660
92752,62269
10752,3702
24404,97611
26018,11235
61288,84313
67433,89423
96975,85856
10898,99955
83815,96961
17720,63293
76146,12740
3503,91897
17460,8879
16639,84114
11965,64526
20762,97817
61273,53144
27918,13037
3429,23430
52310,77031
10503,68124
85503,40038
105799,60976
78581,112298
46491,77081
35581,59372
71338,94969
31120,33395
50769,53346
36310,58976
42834,84691
12809,102434
104793,66002
70148,101323
11956,66164
6275,93899
40972,38070
93593,27472
102159,40567
22658,268
103099,87038
34031,73267
11578,83224
48126,40670
60878,28223
59364,63486
90123,39544
100030,103196
45885,70746
83739,15173
12870,113463
57390,83881
87557,24375
91378,18096
45802,104797
20631,52650
66358,48562
88502,108840
40376,40373
108996,68209
112136,49141
32768,101032
37963,55588
57262,19081
35378,32283
55008,50379
18281,65288
14863,73630
105436,15215
52189,52190
85102,38520
44017,43514
28863,102504
18841,40109
39752,100530
92952,34151
17520,74932
100807,60526
72620,108802
26384,66063
53148,93215
13006,91591
93834,113340
91916,27944
91914,104045
6813,78505
6015,24697
107325,12633
82396,92190
39458,110845
12149,27962
73020,67476
95032,103976
31440,40394
24344,87021
98383,74671
3921,31641
41833,47184
9489,50108
39739,95911
68294,36533
17833,5230
5287,106883
33474,75404
67704,92573
61715,61716
18605,106845
35051,35043
22647,104354
54786,99366
62206,110025
62665,68210
70746,68640
37585,67874
77098,63049
113166,82032
63109,93213
78328,97852
78547,8208
89505,89613
110769,74165
1803,53572
92765,10827
42168,41260
20451,109214
95477,7610
44346,46458
67003,103552
81289,20564
46421,44105
1573,81736
64234,106235
56209,35251
29057,29265
92834,108028
61976,7904
80343,91182
106579,39055
59950,2621
62197,15025
53184,40902
26175,94582
100454,66481
6817,109107
65423,59224
17328,101825
71974,18759
104005,104031
20183,91371
82332,43255
82548,20260
43338,110391
16160,6810
98836,98102
44904,44907
94056,86247
33275,36194
112733,94198
60763,13281
75338,47287
11185,66740
44825,27596
78399,30698
14723,111082
30670,13530
31231,73577
81053,12418
61245,108055
2017,96952
49639,49674
45108,113624
30768,93352
86317,85741
62121,49034
1061,95073
97443,98445
9732,79824
4055,73997
74954,27149
16399,13303
88323,14930
19833,111660
10134,87695
108566,106261
35959,37081
77405,90562
69645,69394
82535,95483
11288,99104
4976,47845
26994,37149
92121,26930
62611,62604
31789,19553
88951,12945
8512,51350
49901,59809
41292,94302
109740,33764
56772,83729
107316,55030
18896,18894
107055,40928
66820,98365
49985,78442
85768,40830
59283,65321
52726,93235
106412,74374
104581,27920
69720,12622
89406,67076
17586,84860
29228,29270
61327,108147
60611,59431
35410,77064
23075,683
99211,11865
69952,79267
64257,46003
106783,10527
42025,98158
50140,76966
9167,20161
36851,33123
4757,64150
77340,107313
55213,89668
36417,92137
66697,80153
35608,14031
93178,72511
87363,107930
39770,45735
15459,80565
108945,8477
84121,61444
97370,55637
74634,21023
81053,78991
91763,8031
86737,24656
4116,34903
62529,62582
24556,8141
66417,105059
7930,73989
109657,112220
71067,86011
357,77878
1462,1466
63669,69504
96642,30492
57108,28096
61078,64438
89939,39095
44215,48879
43616,68763
101731,47402
63464,109336
31634,72720
2388,103809
91731,30640
95417,95069
61261,60201
42697,40116
27459,63079
73503,29021
26175,77583
13033,3379
57997,65188
51580,96
49202,81621
30589,78293
112815,84112
1074,54024
105395,52229
111773,68575
73992,14032
46482,78074
755,5322
24241,81475
33645,100915
31302,28512
57427,74400
11115,106747
7157,76096
69793,50572
42136,42582
8999,34870
25317,38779
107993,64087
94040,20759
108790,90332
83888,76725
41542,65843
30787,28228
72828,60266
17599,72345
31525,81655
112757,56969
72668,104037
20398,22109
81451,15765
18692,20943
88983,77356
94979,103988
56896,21837
60590,46760
64693,126
49480,53184
92636,30491
96728,8660
18378,6858
68467,98205
92040,79814
82407,1742
49922,22588
28613,75660
30333,42234
96101,1061
98963,43398
34043,104726
71833,104051
2870,19121
56837,72682
51852,87659
109208,78543
96184,72919
95982,93069
64188,64195
54291,54292
20257,98570
86462,63814
98794,101880
88407,7339
86575,61976
6899,99501
64904,69040
93062,33353
18268,73158
102806,100570
112922,111483
16658,29560
113251,63236
78490,36525
33552,33576
64420,18666
62832,32330
53489,110594
101154,53851
7392,6385
39579,109740
77689,28936
57119,40701
37128,110978
42859,42717
78832,26729
27605,63830
66450,42473
88663,104673
88111,22235
69306,50865
93565,67901
4072,39255
74622,109329
86926,81680
50099,65967
1449,29670
4117,9092
23000,33467
12396,100558
30378,32212
81736,70804
36986,37684
101142,76453
1359,80779
81174,28630
7911,9617
60102,88867
112114,46113
8946,7145
88519,332
53930,88167
28384,105251
7209,7210
51476,56837
35356,35364
34997,110965
104698,24528
111246,106420
42081,73205
34349,38713
26267,32765
28073,33745
12745,49724
15218,3831
58274,58275
6137,110741
92257,94821
86637,27214
46482,94011
61300,88791
17675,96741
105179,782
3422,16844
46613,43516
26835,26844
9332,68128
73657,74763
54904,11404
498,104718
62722,112594
97469,91721
99128,84063
71986,112398
40067,2368
2295,58718
108705,32345
93923,9683
43188,16421
112083,28866
96122,43136
106884,65728
85821,33978
11274,78670
41464,106299
49164,59633
46819,23158
83165,100730
53437,111343
33134,96181
78026,54811
95138,101915
3774,62526
13912,2108
43391,6773
62058,48250
20329,35959
111640,86364
5981,42580
51960,1699
38620,35445
9887,52544
25761,74889
112012,88686
111858,91744
30217,30232
101396,93798
10567,69488
95869,62389
78725,40271
28432,50363
68985,78104
68629,76787
61923,10466
84856,701
100301,10951
85152,73377
64962,68510
84351,53484
100846,80590
68359,68357
35782,33832
36971,63980
4118,45679
2267,76754
45445,46389
68645,41970
80446,18856
21559,30391
106747,21022
67739,30500
20195,45403
73791,61632
28084,95050
19195,96208
29721,32504
85505,32442
67093,78504
97649,111416
10044,57575
104596,17494
94410,33870
104054,65828
112102,72839
76719,2974
29809,78832
67212,25024
55299,94073
69358,19520
72013,34285
14349,5321
42683,33537
62179,91668
83531,59873
46470,46429
42773,42592
109408,2802
100524,81878
69856,69851
72501,52957
77401,97992
40274,4298
35592,103066
63861,110728
55922,17893
50881,85833
58424,55994
102255,89123
66483,1431
94398,88102
104196,19482
67318,67360
83654,13960
69583,104902
37592,95505
33794,61306
52712,94889
68714,68712
76143,20653
60519,93231
16352,22639
90700,2095
66699,36928
59944,45995
69490,26342
26092,7774
12959,92865
3376,26631
106229,27055
88270,99882
56425,32705
8009,75121
99859,110540
35131,56240
45844,42559
49675,69668
49536,42549
59675,98242
56564,43418
7496,6422
12018,23125
2171,28416
68249,1489
80871,112378
110669,26571
51612,70735
40985,42796
44623,105616
57603,59978
56954,17625
46793,58572
112687,25858
72248,11551
89613,35078
112653,52223
53998,53735
66485,20366
51642,109070
81047,51422
56393,93399
27996,60761
27574,18009
58005,65267
41304,99206
39385,38856
102083,81076
73205,93202
59900,55112
42325,78360
56472,56459
11354,37267
54880,45091
57606,52961
13517,111836
81501,95770
4206,93503
14125,28994
111122,67333
14634,37566
49643,71964
29464,106812
3539,31832
101395,54977
30165,20726
7511,9621
28488,20487
108689,81229
83821,63807
44376,69319
62196,71012
74495,85307
339,48003
99217,83948
101522,89698
44647,43224
14051,59110
56289,71815
82297,12158
85414,49471
70722,70721
25568,106093
17377,66605
80031,41208
1766,65155
102260,4494
71080,78447
66662,66664
108947,21952
108541,102560
16013,77920
3060,3059
110528,108604
30785,90774
73769,31966
37906,36400
72247,12858
16401,28964
98954,72384
17221,51930
44476,103707
106318,50859
28688,104578
113110,103236
58269,63903
54935,80011
77585,87941
34474,105248
7272,15742
58079,67067
29890,65680
91514,62436
67495,31236
11315,31244
61559,25083
35959,70076
64987,32450
71174,9704
14845,58502
103480,63937
11824,75621
80394,99421
57430,36193
52795,52789
44189,8260
110681,70467
67258,63219
46372,28985
9094,88373
73814,110331
72372,4488
67045,71494
108450,187
61905,105922
88379,41760
59977,64087
87242,26175
51409,31423
47347,41354
18905,46130
62025,70097
22022,88781
5566,39703
60735,75579
53285,59756
13299,28270
25843,60552
23911,559
38560,74590
35959,91544
57707,32161
107332,109291
51395,5300
2417,91187
103927,91980
29032,55880
55993,36540
32283,101750
61629,109276
26567,104144
35959,43927
13741,92113
76929,111517
3153,69984
61790,61779
40341,106947
3677,28013
37657,25218
83114,100068
13484,13475
92708,70017
75977,51451
25150,105408
23421,111032
8798,52502
17745,17743
32907,81290
12893,63683
46391,88333
29361,97653
35614,93263
62487,12658
19121,37271
60872,58491
108756,6376
77461,84340
42132,80066
68166,68121
56667,60380
78316,109951
1290,91987
103033,29483
26365,76325
38046,52776
60255,77061
34627,5655
1801,71064
63846,79917
71938,97728
89222,34114
13699,13755
7196,68918
52641,59896
18293,24456
31094,94983
87281,35228
545,82284
82254,58662
41369,32252
9358,73206
21993,11447
45685,83607
113494,31751
109670,93492
54944,2235
18204,37358
80034,8856
15065,74657
37749,54311
95030,35101
101151,63030
65363,65360
27321,105314
108098,3952
44871,37996
26754,27726
102838,39707
52749,19589
89812,84496
51323,90027
16512,45729
52223,6481
82495,29630
110597,94212
54477,81654
29765,440
29023,49215
109251,16929
102162,33217
67162,90486
66722,55926
54811,72984
70708,70699
77526,31849
1564,14649
6663,88834
23540,53389
31473,30577
25227,100791
74313,35621
17571,29180
39774,97109
100988,40972
73048,91648
4860,4936
100692,95216
66177,35232
54032,110144
41717,39200
94475,22866
88951,12945
91570,25864
50629,81989
111865,26640
66501,92679
34111,101878
78826,66287
83548,35721
101151,48191
71991,66014
5643,92606
1876,96593
1,102148
33340,106959
13906,13908
7777,18907
76915,46710
29023,29727
102625,81734
18882,97200
54213,109501
106844,92894
56445,81736
110298,111117
1683,66114
55243,60232
37627,2417
23091,83168
40338,44207
45356,67179
42592,63688
22916,5667
109208,53574
17351,17370
13314,27771
13199,85105
103557,86798
1343,30492
19108,100178
101538,63968
56147,65228
26271,97004
56942,103411
51520,51511
105337,56131
101965,65762
75547,82087
65749,65741
108435,71011
1707,102375
75418,50822
72767,79265
110964,62839
110509,6682
20032,16122
91185,33528
63277,108851
69256,9092
98908,43131
4230,8648
51984,4782
57997,60238
88880,67251
43159,2581
94036,104513
96123,45500
85829,112389
77144,53718
103259,19056
104326,48913
59898,86020
109768,8058
111191,82521
36513,80307
20149,107489
79267,97723
60678,50483
90980,29477
67758,67767
56864,60102
7066,8676
28705,73055
41433,31728
41208,38615
16817,4847
49922,103519
60307,68881
92838,75954
109123,46562
37496,57501
31906,86288
72655,99621
8936,71882
61549,97294
53565,100860
68794,23103
36919,30742
97594,97662
53774,88775
80070,42755
23508,6836
28985,46372
91972,97790
92209,45054
87864,96872
25093,92427
93027,54203
56651,90435
35048,21838
61999,110037
30844,30843
93061,39142
42057,78027
113308,54480
69547,88851
93775,85990
87896,11953
55551,60588
107018,95818
406,2210
55816,19320
69152,105164
27349,13202
110984,38697
29350,101158
74276,111729
74371,58802
79762,72074
77965,47925
36426,112623
107226,34188
67086,87599
11227,5523
1801,38586
95505,97827
12817,104048
90163,45576
107834,20469
44969,72667
68798,81058
15882,108632
10522,102532
56266,30
70975,21297
88576,43456
59567,59772
782,6777
7905,67892
13556,90066
35662,112729
15346,99131
112595,13151
51900,110627
107157,17332
98085,31042
36741,66665
2608,48043
29078,103335
111206,59303
14848,51865
87714,55532
6347,66594
55204,106920
32946,30865
64261,98322
22215,63082
55610,18851
48154,10340
37474,74208
103307,36477
76874,38817
104026,60133
78447,111876
77679,47814
33978,47631
29386,94663
103617,64107
89967,16158
80348,27579
80221,29174
5556,73859
85613,75823
59115,16766
86615,103293
103711,26902
106067,34274
85093,3329
81529,58886
39641,107650
61063,61073
92609,91228
94108,47708
98279,66962
107685,86762
28084,58711
25315,7655
64500,29096
58022,6034
91858,54693
70168,70161
13065,18294
63967,63968
105829,21003
39625,52484
31390,69264
87420,101651
34895,49963
13916,83040
78855,18392
47180,97594
7402,105354
95808,104614
36913,53931
109740,33764
59038,73171
48025,11904
99962,86870
31276,7496
21727,1137
105657,104610
60102,83579
18588,60807
87512,81487
110736,11405
58081,16866
101501,57218
19050,110311
60361,66973
113323,21201
112669,38576
53971,64244
2565,100124
17092,73089
12146,12676
655,4577
95158,79617
